FIN.TRANSACTION DATE,FIN.POSTING DATE,FIN.TRANSACTION AMOUNT,MCH.MERCHANT NAME,MCH.CITY NAME,FIN.ORIGINAL CURRENCY AMOUNT,FIN.ORIGINAL ISO CURRENCY CODE SYMBOL,FIN.INET CONVERSION,target
29-06-17,30-06-17,4.5,AMAZON UK MARKETPLACE,800-279-6620,4.5,GBP,1,
29-06-17,30-06-17,19.62,AMAZON UK MARKETPLACE,800-279-6620,19.62,GBP,1,
30-06-17,03-07-17,2.38,AMAZON UK MARKETPLACE,800-279-6620,2.38,GBP,1,
30-06-17,03-07-17,4.68,AMAZON.CO.UK,AMAZON.CO.UK,4.68,GBP,1,
30-06-17,03-07-17,21.3,TSGN,STEVENAGE,21.3,GBP,1,
03-06-17,05-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
12-06-17,13-06-17,8.94,HOMIX ENTERPRISE LTD,LONDON,8.94,GBP,1,
12-06-17,13-06-17,12.99,HOMIX ENTERPRISE LTD,LONDON,12.99,GBP,1,
12-06-17,13-06-17,1.05,TESCO STORES,LONDON,1.05,GBP,1,
12-06-17,13-06-17,49.55,SAINSBURYS 0164,GOLDERS GRN,49.55,GBP,1,
12-06-17,13-06-17,15,SAINSBURYS 0164,GOLDERS GRN,15,GBP,1,
12-06-17,13-06-17,0.49,TESCO STORES,LONDON,0.49,GBP,1,
22-06-17,23-06-17,5,SAINSBURYS 0164,GOLDERS GRN,5,GBP,1,
30-06-17,03-07-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
05-06-17,06-06-17,168.62,TESCO STORES 6440,LONDON EN8,168.62,GBP,1,
07-06-17,08-06-17,45.5,ASDA HOME SHOPPING,CARDS LTD,45.5,GBP,1,
07-06-17,08-06-17,-3.34,ASDA HOME SHOPPING,CARDS LTD,-3.34,GBP,1,
12-06-17,13-06-17,166.95,TESCO STORES 6440,LONDON EN8,166.95,GBP,1,
13-06-17,14-06-17,90.67,WWW.NISBETS.COM,0845 1110281,90.67,GBP,1,
14-06-17,15-06-17,64.99,WWW.ARGOS.CO.UK,INTERNET,64.99,GBP,1,
16-06-17,19-06-17,21.96,TESCO STORE 2296,COLNEY HATCH,21.96,GBP,1,
19-06-17,20-06-17,56,POST OFFICE COUNTER,LONDON,56,GBP,1,
19-06-17,20-06-17,55.44,POSTOFFICE SELFSERVICE,LONDON,55.44,GBP,1,
19-06-17,20-06-17,19.8,N20 KIDS CLUB,LONDON,19.8,GBP,1,
19-06-17,20-06-17,179.55,TESCO STORES 6440,LONDON EN8,179.55,GBP,1,
20-06-17,21-06-17,37.89,TESCO STORE 2296,COLNEY HATCH,37.89,GBP,1,
22-06-17,23-06-17,75.05,HOMEBASE LTD  588,LONDON  N12,75.05,GBP,1,
26-06-17,27-06-17,161.99,TESCO STORES 6440,LONDON EN8,161.99,GBP,1,
27-06-17,28-06-17,4.3,TESCO STORES 2062,OSIDGE,4.3,GBP,1,
20-06-17,21-06-17,"10,599.00",HMCOURTS-SERVICE.G,8459400111,"10,599.00",GBP,1,
06-06-17,07-06-17,161.99,CURRYS ONLINE,HEMEL HEMPSTE,161.99,GBP,1,
10-06-17,12-06-17,40,OYSTER BUS AUTOTOP,0343 2221234,40,GBP,1,
15-06-17,16-06-17,162,CURRYS ONLINE,HEMEL HEMPSTE,162,GBP,1,
16-06-17,19-06-17,53.01,AMAZON UK MARKETPLACE,800-279-6620,53.01,GBP,1,
20-06-17,21-06-17,149.98,CURRYS ONLINE,HEMEL HEMPSTE,149.98,GBP,1,
28-06-17,29-06-17,40,OYSTER BUS AUTOTOP,0343 2221234,40,GBP,1,
04-06-17,05-06-17,7,TESCO DELIVERY SAVER2,1707298000,7,GBP,1,
04-06-17,05-06-17,6.6,COSTA COFFEE,LONDON  NW11,6.6,GBP,1,
03-06-17,05-06-17,4.1,PRET A MANGER,LONDON  SW1,4.1,GBP,1,
03-06-17,05-06-17,2.35,PRET A MANGER,LONDON  SW1,2.35,GBP,1,
05-06-17,06-06-17,2,GREGGS PLC,BARNET,2,GBP,1,
07-06-17,08-06-17,11.3,WAITROSE 670,MILL HILL,11.3,GBP,1,
06-06-17,08-06-17,4.6,PICCADILLY,LONDON,4.6,GBP,1,
19-06-17,20-06-17,4.55,WAITROSE 191,BARNET,4.55,GBP,1,
19-06-17,20-06-17,3.48,MIDDLESEX UNIVERSITY H,HENDON,3.48,GBP,1,
19-06-17,20-06-17,6.7,URBAN MEADOW CAFE & BA,LONDON  W2,6.7,GBP,1,
21-06-17,22-06-17,6.54,PRET A MANGER,LONDON  SW1,6.54,GBP,1,
22-06-17,23-06-17,4.48,MAKIN AND SONS,LONDON  NW4,4.48,GBP,1,
24-06-17,26-06-17,5.1,HOMESTORE CAFE,LONDON,5.1,GBP,1,
23-06-17,26-06-17,8,ELSTREE CAR VALETING L,BOREHAMWOOD,8,GBP,1,
29-06-17,30-06-17,1.65,PRET A MANGER,7-8 ST MARTIN,1.65,GBP,1,
05-06-17,06-06-17,53.52,AMAZON UK MARKETPLACE,800-279-6620,53.52,GBP,1,
05-06-17,06-06-17,247.97,AMAZON EU,AMAZON.CO.UK,247.97,GBP,1,
05-06-17,06-06-17,33.76,AMAZON EU,AMAZON.CO.UK,33.76,GBP,1,
18-06-17,19-06-17,25.99,AMAZON EU,AMAZON.CO.UK,25.99,GBP,1,
06-06-17,07-06-17,8.96,CO-OP GROUP FOOD,104320,8.96,GBP,1,
11-06-17,12-06-17,5.47,KFC - WOOD GREEN RST,WOOD GREEN,5.47,GBP,1,
11-06-17,12-06-17,43,SPORTSDIRECT 380,8443325380,43,GBP,1,
11-06-17,12-06-17,26,SPORTSDIRECT 380,8443325380,26,GBP,1,
11-06-17,12-06-17,40.05,J D SPORTS 546,WOOD GREEN,40.05,GBP,1,
11-06-17,12-06-17,100,J D SPORTS 546,WOOD GREEN,100,GBP,1,
11-06-17,13-06-17,14,PRIMARK STORES LTD,WOOD GRN N22,14,GBP,1,
19-06-17,20-06-17,11.47,CO-OP GROUP FOOD,104320,11.47,GBP,1,
17-06-17,20-06-17,71.96,CAMPAIGNMONITOR,SYDNEY,89,USD,1.24,
21-06-17,22-06-17,40.07,CAMPAIGNMONITOR,SYDNEY,49,USD,1.22,
07-06-17,08-06-17,64.04,TESCO STORE 2122,BRENT PARK,64.04,GBP,1,
13-06-17,14-06-17,71.44,VUE BSL LTD,LONDON,71.44,GBP,1,
14-06-17,15-06-17,61.79,TESCO STORE 2122,BRENT PARK,61.79,GBP,1,
13-06-17,15-06-17,7.59,AMAZON.CO.UK,AMAZON.CO.UK,7.59,GBP,1,
21-06-17,22-06-17,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1,
21-06-17,22-06-17,38.41,TESCO STORE 2122,BRENT PARK,38.41,GBP,1,
26-06-17,27-06-17,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1,
26-06-17,27-06-17,36.53,TESCO STORE 2122,BRENT PARK,36.53,GBP,1,
27-06-17,28-06-17,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1,
28-06-17,29-06-17,2.2,PARKINGEYE LTD,CHORLEY,2.2,GBP,1,
29-06-17,30-06-17,1.5,L B BARNET PARKING,LONDON,1.5,GBP,1,
06-06-17,07-06-17,53.54,COMPARE THE MAN AND VA,4.47535E+11,53.54,GBP,1,
06-06-17,07-06-17,309,BRITISH HEART,FINCHLEY,309,GBP,1,
07-06-17,08-06-17,30,COMPARE THE MAN AND VA,4.47535E+11,30,GBP,1,
08-06-17,09-06-17,82.25,POST OFFICE COUNTER,LONDON,82.25,GBP,1,
12-06-17,13-06-17,75,C.E.S.,LONDON,75,GBP,1,
12-06-17,13-06-17,79.99,ARGOS LTD,NORTH FINCHLE,79.99,GBP,1,
12-06-17,13-06-17,249,C.E.S.,LONDON,249,GBP,1,
12-06-17,13-06-17,-20,BRITISH HEART,FINCHLEY,-20,GBP,1,
13-06-17,14-06-17,85.94,ARGOS RETAIL GROUP,INTERNET,85.94,GBP,1,
14-06-17,15-06-17,99,GADGETS STORE,LONDON,99,GBP,1,
15-06-17,16-06-17,433.99,ARGOS RETAIL GROUP,INTERNET,433.99,GBP,1,
16-06-17,19-06-17,160,ERC TECH,LONDON,160,GBP,1,
19-06-17,20-06-17,209.99,AMAZON UK MARKETPLACE,800-279-6620,209.99,GBP,1,
19-06-17,20-06-17,18.72,AMAZON UK MARKETPLACE,800-279-6620,18.72,GBP,1,
19-06-17,21-06-17,56.99,PAYPAL  TVFURNITURE,35314369001,56.99,GBP,1,
02-06-17,05-06-17,14.8,SAINSBURYS 0513,NTH FINCHLEY,14.8,GBP,1,
02-06-17,05-06-17,165.96,SAINSBURYS 0513,NTH FINCHLEY,165.96,GBP,1,
06-06-17,07-06-17,141.25,SAINSBURYS 0513,NTH FINCHLEY,141.25,GBP,1,
09-06-17,12-06-17,29.5,SAINSBURYS 0513,NTH FINCHLEY,29.5,GBP,1,
09-06-17,12-06-17,174.51,SAINSBURYS 0513,NTH FINCHLEY,174.51,GBP,1,
14-06-17,15-06-17,74.86,ASDA SUPERSTORE,S'GATE CIRCUS,74.86,GBP,1,
16-06-17,19-06-17,76.48,ASDA SUPERSTORE,S'GATE CIRCUS,76.48,GBP,1,
20-06-17,21-06-17,112.87,SAINSBURYS 0513,NTH FINCHLEY,112.87,GBP,1,
20-06-17,21-06-17,33.5,SAINSBURYS 0513,NTH FINCHLEY,33.5,GBP,1,
26-06-17,27-06-17,150.52,SAINSBURYS 0513,NTH FINCHLEY,150.52,GBP,1,
26-06-17,27-06-17,52.9,SAINSBURYS 0513,NTH FINCHLEY,52.9,GBP,1,
28-06-17,29-06-17,10.5,ASDA SUPERSTORE,S'GATE CIRCUS,10.5,GBP,1,
28-06-17,29-06-17,46.71,ASDA SUPERSTORE,S'GATE CIRCUS,46.71,GBP,1,
08-06-17,09-06-17,294.99,ARGOS RETAIL GROUP,INTERNET,294.99,GBP,1,
06-06-17,07-06-17,756,HMCOURTS-SERVICE.G,8459400111,756,GBP,1,
06-06-17,07-06-17,"16,077.00",HMCOURTS-SERVICE.G,8459400111,"16,077.00",GBP,1,
05-06-17,06-06-17,6.99,ARGOS RETAIL GROUP,INTERNET,6.99,GBP,1,
05-06-17,06-06-17,-6.99,ARGOS RETAIL GROUP,INTERNET,-6.99,GBP,1,
26-06-17,27-06-17,19.93,HHEALTH,44442830252,19.93,GBP,1,
26-06-17,27-06-17,15.94,WWW.PETSATHOME.COM,WILMSLOW,15.94,GBP,1,
26-06-17,27-06-17,357.53,EDF ENERGY-DOM,PLYMOUTH,357.53,GBP,1,
28-06-17,30-06-17,74.99,PREMIER INN 44536565,WIGAN TOWN CE,74.99,GBP,1,
28-06-17,30-06-17,-5,PREMIER INN 44536565,WIGAN TOWN CE,-5,GBP,1,
09-06-17,12-06-17,40,OYSTER BUS AUTOTOP,0343 2221234,40,GBP,1,
18-06-17,19-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
06-06-17,07-06-17,2.5,TESCO STORES 6412,WHETSTONE,2.5,GBP,1,
14-06-17,15-06-17,340,WP-THE BRITISH ASS,LONDON,340,GBP,1,
21-06-17,22-06-17,160.47,AMAZON UK MARKETPLACE,800-279-6620,160.47,GBP,1,
21-06-17,22-06-17,18,AMAZON.CO.UK,AMAZON.CO.UK,18,GBP,1,
22-06-17,23-06-17,14.83,TESCO STORES 6412,WHETSTONE,14.83,GBP,1,
22-06-17,23-06-17,13,DISCLOSURE & BARRING,LIVERPOOL,13,GBP,1,
02-06-17,05-06-17,23.4,GRO HM PASSPORT OFFICE,SOUTHPORT,23.4,GBP,1,
02-06-17,05-06-17,23.4,GRO HM PASSPORT OFFICE,SOUTHPORT,23.4,GBP,1,
05-06-17,06-06-17,23.4,GRO HM PASSPORT OFFICE,SOUTHPORT,23.4,GBP,1,
02-06-17,06-06-17,-23.4,GRO HM PASSPORT OFFICE,SOUTHPORT,-23.4,GBP,1,
09-06-17,12-06-17,11.17,SHEFFIELD CITY CNC,SHEFFIELD,11.17,GBP,1,
16-06-17,19-06-17,-11.17,SHEFFIELD CITY CNC,SHEFFIELD,-11.17,GBP,1,
27-06-17,28-06-17,90,LBBARNET PAYENET,LONDON,90,GBP,1,
30-06-17,03-07-17,12,NCC INCOME,01604 367520,12,GBP,1,
23-06-17,26-06-17,3.75,WAITROSE 670,MILL HILL,3.75,GBP,1,
18-06-17,19-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
23-06-17,26-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
30-06-17,03-07-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
19-06-17,20-06-17,2.37,TESCO STORES,LONDON,2.37,GBP,1,
19-06-17,20-06-17,10,SAINSBURYS 0164,GOLDERS GRN,10,GBP,1,
21-06-17,22-06-17,4.2,TESCO STORES,LONDON,4.2,GBP,1,
21-06-17,22-06-17,7.99,ARGOS LTD,NORTH FINCHLE,7.99,GBP,1,
21-06-17,22-06-17,2,POUNDLAND LTD 1267,NORTH FINCHLE,2,GBP,1,
22-06-17,23-06-17,66.98,RYMAN 1133,LONDON,66.98,GBP,1,
23-06-17,26-06-17,98.86,BARTLETTS KEY SERVICES,LONDON,98.86,GBP,1,
01-07-17,03-07-17,15,ARGOS LTD,LONDON  4163,15,GBP,1,
30-06-17,03-07-17,23.97,RYMAN 1133,LONDON,23.97,GBP,1,
13-06-17,14-06-17,102,ROBIN NEWS,LONDON  N12,102,GBP,1,
21-06-17,22-06-17,142.95,ARGOS RETAIL GROUP,INTERNET,142.95,GBP,1,
21-06-17,22-06-17,289.14,ARGOS RETAIL GROUP,INTERNET,289.14,GBP,1,
23-06-17,26-06-17,225.83,WWW.ARGOS.CO.UK,INTERNET,225.83,GBP,1,
23-06-17,26-06-17,99,WWW.MATTRESSMAN.CO.UK,INTERNET,99,GBP,1,
26-06-17,27-06-17,13.49,ARGOS RETAIL GROUP,INTERNET,13.49,GBP,1,
26-06-17,27-06-17,2.99,ARGOS RETAIL GROUP,INTERNET,2.99,GBP,1,
26-06-17,28-06-17,166.59,WWW.ARGOS.CO.UK,INTERNET,166.59,GBP,1,
28-06-17,30-06-17,491.95,WWW.ARGOS.CO.UK,INTERNET,491.95,GBP,1,
05-06-17,06-06-17,75.27,BAKER ROSS LTD,LONDON,75.27,GBP,1,
20-06-17,21-06-17,92.97,WWW.MAPLIN.CO.UK,WATH-UPON-DEA,92.97,GBP,1,
20-06-17,21-06-17,65.95,TESCO DIRECT,CHESHUNT,65.95,GBP,1,
23-06-17,26-06-17,-92.97,WWW.MAPLIN.CO.UK,WATH-UPON-DEA,-92.97,GBP,1,
02-06-17,05-06-17,573.92,ARGOS DIRECT,HOME SHOPPING,573.92,GBP,1,
02-06-17,05-06-17,208.93,ARGOS DIRECT,HOME SHOPPING,208.93,GBP,1,
02-06-17,05-06-17,273.98,ARGOS DIRECT,HOME SHOPPING,273.98,GBP,1,
20-06-17,21-06-17,283.2,WWW.PUBLICPOLICYEXCHAN,2078406064,283.2,GBP,1,
23-06-17,26-06-17,17,CREATESEND/COM,SYDNEY,17,GBP,1,
09-06-17,12-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
01-06-17,05-06-17,102.82,SCOTTISH POWER,GLASGOW,102.82,GBP,1,
06-06-17,07-06-17,273.74,AMAZON.CO.UK,AMAZON.CO.UK,273.74,GBP,1,
08-06-17,09-06-17,178.99,AO RETAIL LIMITED,.,178.99,GBP,1,
12-06-17,13-06-17,-20,AO RETAIL LIMITED,.,-20,GBP,1,
12-06-17,15-06-17,"1,044.42",TRANSMEDIA COMMUNICATI,LONDON,"1,044.42",GBP,1,
21-06-17,23-06-17,882,HIREITAILL.COM LTD,CHESHAM,882,GBP,1,
10-06-17,12-06-17,-7.99,AMZ KINGKO,800-279-6620,-7.99,GBP,1,
09-06-17,12-06-17,116.94,TESCO STORES 6440,LONDON EN8,116.94,GBP,1,
12-06-17,13-06-17,150.79,TESCO STORES 6440,LONDON EN8,150.79,GBP,1,
14-06-17,14-06-17,-7.89,AMZ BOLLY.MAGIC,800-279-6620,-7.89,GBP,1,
13-06-17,14-06-17,133.98,AMAZON UK MARKETPLACE,800-279-6620,133.98,GBP,1,
13-06-17,14-06-17,22.85,AMAZON UK MARKETPLACE,800-279-6620,22.85,GBP,1,
14-06-17,15-06-17,24.88,AMAZON EU,AMAZON.CO.UK,24.88,GBP,1,
14-06-17,15-06-17,75.26,AMAZON UK MARKETPLACE,800-279-6620,75.26,GBP,1,
13-06-17,15-06-17,10.95,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,10.95,GBP,1,
24-06-17,26-06-17,10.5,AMAZON UK MARKETPLACE,800-279-6620,10.5,GBP,1,
25-06-17,27-06-17,8.99,AMAZON.CO.UK,AMAZON.CO.UK,8.99,GBP,1,
03-07-17,03-07-17,11.98,AMAZON UK MARKETPLACE,800-279-6620,11.98,GBP,1,
03-07-17,03-07-17,6.29,AMAZON UK MARKETPLACE,800-279-6620,6.29,GBP,1,
02-07-17,03-07-17,17.98,AMAZON UK MARKETPLACE,800-279-6620,17.98,GBP,1,
01-07-17,03-07-17,7.49,AMAZON UK MARKETPLACE,800-279-6620,7.49,GBP,1,
01-07-17,03-07-17,39.99,AMAZON UK MARKETPLACE,800-279-6620,39.99,GBP,1,
01-07-17,03-07-17,32.34,AMAZON.CO.UK,AMAZON.CO.UK,32.34,GBP,1,
30-06-17,03-07-17,7.99,AMAZON UK MARKETPLACE,800-279-6620,7.99,GBP,1,
02-06-17,05-06-17,20,OYSTER AUTOTOPUP,0343 2221234,20,GBP,1,
06-06-17,07-06-17,12.55,TESCO STORES 2544,FINCHLEY,12.55,GBP,1,
08-06-17,09-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
09-06-17,12-06-17,39.99,ARGOS LTD,NORTH FINCHLE,39.99,GBP,1,
19-06-17,20-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
28-06-17,29-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
29-06-17,30-06-17,20,OYSTER BUS AUTOTOP,0343 2221234,20,GBP,1,
02-06-17,05-06-17,15,POST OFFICE COUNTER,LONDON,15,GBP,1,
07-06-17,08-06-17,36.85,TESCO STORE 2296,COLNEY HATCH,36.85,GBP,1,
07-06-17,08-06-17,28.9,TESCO STORE 2296,COLNEY HATCH,28.9,GBP,1,
13-06-17,14-06-17,17.6,SAINSBURYS LOC4952,LONDON,17.6,GBP,1,
13-06-17,14-06-17,47.82,MORRISONS STORES,LONDON  313,47.82,GBP,1,
18-06-17,19-06-17,29.66,TESCO STORES 2296,COLNEY HATCH,29.66,GBP,1,
17-06-17,19-06-17,1.1,CO-OP GROUP FOOD,104320,1.1,GBP,1,
17-06-17,19-06-17,11.48,MORRISONS STORES,LONDON  313,11.48,GBP,1,
17-06-17,19-06-17,4.95,SAM 99P,ILFORD,4.95,GBP,1,
17-06-17,19-06-17,4.5,TESCO STORE 2296,COLNEY HATCH,4.5,GBP,1,
16-06-17,19-06-17,5.93,CO-OP GROUP 180240,WOODHOUSE ROA,5.93,GBP,1,
16-06-17,19-06-17,19.58,VUE BSL LTD,NTH FINCHLEY,19.58,GBP,1,
23-06-17,26-06-17,15,POST OFFICE COUNTER,LONDON,15,GBP,1,
26-06-17,27-06-17,2.5,SAINSBURYS SACAT 4952,LONDON N11,2.5,GBP,1,
26-06-17,27-06-17,26.64,MCDONALDS,LONDON  N11,26.64,GBP,1,
27-06-17,28-06-17,7.85,COSTA COFFEE,LONDON  N22,7.85,GBP,1,
27-06-17,28-06-17,4,SAINSBURYS SACAT 4952,LONDON N11,4,GBP,1,
29-06-17,30-06-17,0.65,L B BARNET PARKING,LONDON,0.65,GBP,1,
28-06-17,30-06-17,5,LUL TICKET MACHINE,ARNOS GROVE,5,GBP,1,
09-06-17,12-06-17,22.97,ASDA SUPERSTORE,S'GATE CIRCUS,22.97,GBP,1,
13-06-17,14-06-17,13.78,ASDA SUPERSTORE 04881,WEMBLEY,13.78,GBP,1,
04-06-17,05-06-17,69.99,AMAZON UK MARKETPLACE,800-279-6620,69.99,GBP,1,
02-06-17,05-06-17,289.75,LBBARNET PAYENET,LONDON,289.75,GBP,1,
02-06-17,05-06-17,379.31,LBBARNET PAYENET,LONDON,379.31,GBP,1,
02-06-17,05-06-17,78.71,BT BILL PAYMENT 1,DURHAM,78.71,GBP,1,
11-06-17,12-06-17,14.03,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,14.03,GBP,1,
09-06-17,12-06-17,-246.75,WWW.GOPLACES.CO.UK,INTERNET,-246.75,GBP,1,
12-06-17,13-06-17,12.37,AMAZON UK MARKETPLACE,800-279-6620,12.37,GBP,1,
12-06-17,13-06-17,28.99,AMAZON.CO.UK,AMAZON.CO.UK,28.99,GBP,1,
12-06-17,13-06-17,24.74,AMAZON UK MARKETPLACE,800-279-6620,24.74,GBP,1,
13-06-17,14-06-17,7.58,AMAZON UK MARKETPLACE,800-279-6620,7.58,GBP,1,
12-06-17,14-06-17,23.9,WWW.ARGOS.CO.UK,INTERNET,23.9,GBP,1,
14-06-17,15-06-17,84.65,AMAZON UK MARKETPLACE,800-279-6620,84.65,GBP,1,
15-06-17,19-06-17,63.89,WWW.ARGOS.CO.UK,INTERNET,63.89,GBP,1,
21-06-17,22-06-17,195,ANGEL SPRINGS LTD,WOLVERHAMPTON,195,GBP,1,
21-06-17,22-06-17,78.98,AMAZON.CO.UK,AMAZON.CO.UK,78.98,GBP,1,
05-06-17,06-06-17,153.25,SAINSBURYS TO YOU 0637,HENDON,153.25,GBP,1,
13-06-17,14-06-17,233.67,SAINSBURYS TO YOU 0637,HENDON,233.67,GBP,1,
13-06-17,14-06-17,-23.5,SAINSBURYS TO YOU 0637,HENDON,-23.5,GBP,1,
19-06-17,20-06-17,148.53,SAINSBURYS TO YOU 0637,HENDON,148.53,GBP,1,
21-06-17,22-06-17,16.95,AMAZON UK MARKETPLACE,800-279-6620,16.95,GBP,1,
21-06-17,22-06-17,8.24,AMAZON UK MARKETPLACE,800-279-6620,8.24,GBP,1,
23-06-17,26-06-17,1.99,AMAZON.CO.UK,AMAZON.CO.UK,1.99,GBP,1,
26-06-17,27-06-17,139.53,SAINSBURYS TO YOU 0637,HENDON,139.53,GBP,1,
06-06-17,07-06-17,226,HMCOURTS-SERVICE.G,845940111,226,GBP,1,
27-06-17,28-06-17,17.99,123 REG R/T,8712309525,17.99,GBP,1,
02-06-17,05-06-17,128.66,TESCO STORES 6440,LONDON EN8,128.66,GBP,1,
05-06-17,06-06-17,177.61,TESCO STORES 6440,LONDON EN8,177.61,GBP,1,
06-06-17,07-06-17,23.24,WWW.DOMINOS.CO.UK,01908 580000,23.24,GBP,1,
27-06-17,29-06-17,21.7,AMAZON.CO.UK,AMAZON.CO.UK,21.7,GBP,1,
29-06-17,30-06-17,118,AMAZON UK MARKETPLACE,800-279-6620,118,GBP,1,
15-06-17,16-06-17,155.95,TESCO DIRECT,CHESHUNT,155.95,GBP,1,
21-07-17,24-07-17,10,EE LIMITED 4313,LONDON,10,GBP,1,
21-07-17,24-07-17,28.55,SUPERDRUG STORES PLC,WOOD GREEN,28.55,GBP,1,
26-07-17,27-07-17,29.98,TESCO STORE 2296,COLNEY HATCH,29.98,GBP,1,
28-07-17,31-07-17,19.58,VUE BSL LTD,NTH FINCHLEY,19.58,GBP,1,
28-07-17,31-07-17,11.79,VUE BSL LTD,NTH FINCHLEY,11.79,GBP,1,
28-07-17,31-07-17,12.85,MCDONALDS,LONDON  N12,12.85,GBP,1,
14-07-17,17-07-17,336,WWW.PRCA.ORG.UK,INTERNET,336,GBP,1,
26-07-17,27-07-17,480,WWW.DONTPANICPROJEC LT,RAMSBOTTOM,480,GBP,1,
31-07-17,01-08-17,177,ADOBE  CREATIVE CLOUD,800-833-6687,177,GBP,1,
31-07-17,01-08-17,28.31,FACEBK SZ6CJCAP32,WWW.FB.ME/ADS,28.31,GBP,1,
01-08-17,02-08-17,37.23,WWW.EQUINUX.COM/CHARGE,KARLSFELD,40.33,EUR,1.08,
03-07-17,04-07-17,57.43,ARGOS RETAIL GROUP,INTERNET,57.43,GBP,1,
03-07-17,04-07-17,55.67,COMPARE THE MAN AND VA,4.47535E+11,55.67,GBP,1,
06-07-17,07-07-17,196.87,ARGOS RETAIL GROUP,INTERNET,196.87,GBP,1,
07-07-17,10-07-17,85.25,POST OFFICE COUNTER,LONDON,85.25,GBP,1,
06-07-17,10-07-17,148.94,WWW.ARGOS.CO.UK,INTERNET,148.94,GBP,1,
11-07-17,12-07-17,210,CRAZY DISCOUNTS,LONDON  N12,210,GBP,1,
11-07-17,12-07-17,180,CRAZY DISCOUNTS,LONDON  N12,180,GBP,1,
11-07-17,12-07-17,58.69,ARGOS RETAIL GROUP,INTERNET,58.69,GBP,1,
12-07-17,17-07-17,42.98,WWW.ARGOS.CO.UK,INTERNET,42.98,GBP,1,
14-07-17,17-07-17,103.94,WWW.ARGOS.CO.UK,INTERNET,103.94,GBP,1,
01-08-17,02-08-17,55.43,HOMEBASE LTD  588,LONDON  N12,55.43,GBP,1,
01-08-17,02-08-17,12.98,ARGOS RETAIL GROUP,INTERNET,12.98,GBP,1,
09-07-17,10-07-17,5,GIFFGAFF.COM,ONLINE STORE,5,GBP,1,
11-07-17,12-07-17,550,PAYPAL  LSPCOACHING,35314369001,550,GBP,1,
28-07-17,31-07-17,5,GIFFGAFF.COM,ONLINE STORE,5,GBP,1,
11-07-17,13-07-17,11.5,TFL ROAD CHARGE,0343 222 2222,11.5,GBP,1,
14-07-17,18-07-17,11.5,TFL ROAD CHARGE,0343 222 2222,11.5,GBP,1,
17-07-17,19-07-17,11.5,TFL ROAD CHARGE,0343 222 2222,11.5,GBP,1,
20-07-17,24-07-17,11.5,TFL ROAD CHARGE,0343 222 2222,11.5,GBP,1,
24-07-17,25-07-17,153.43,MAXITOURS - BLUE AIR,MAXITOURS.BE,165.9,EUR,1.08,
24-07-17,26-07-17,266.57,AEGEAN WEB,KIFISIA,289.02,EUR,1.08,
13-07-17,14-07-17,46,IPS LIVERPOOL CONTACT,LIVERPOOL,46,GBP,1,
14-07-17,17-07-17,176.94,WWW.ARGOS.CO.UK,INTERNET,176.94,GBP,1,
08-07-17,10-07-17,14.99,AMAZON EU,AMAZON.CO.UK,14.99,GBP,1,
19-07-17,20-07-17,52,SIMPSON ECO SKIPS LIMI,LONDON,52,GBP,1,
20-07-17,24-07-17,36.99,WWW.ARGOS.CO.UK,INTERNET,36.99,GBP,1,
21-07-17,24-07-17,105.94,WWW.ARGOS.CO.UK,INTERNET,105.94,GBP,1,
28-07-17,31-07-17,37.85,AMFBOWLING.CO.UK,01442 840200,37.85,GBP,1,
01-08-17,02-08-17,33,PAYPAL  KMMARKETING,35314369001,33,GBP,1,
17-07-17,18-07-17,67.55,SAINSBURYS TO YOU 0637,HENDON,67.55,GBP,1,
17-07-17,18-07-17,228.04,BT PAY BY PHONE,DURHAM,228.04,GBP,1,
18-07-17,19-07-17,110.52,WATERCOOLER,4.42088E+11,110.52,GBP,1,
25-07-17,26-07-17,19.34,AMAZON EU,AMAZON.CO.UK,19.34,GBP,1,
26-07-17,27-07-17,12.96,AMAZON.CO.UK,AMAZON.CO.UK,12.96,GBP,1,
26-07-17,27-07-17,10.42,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,10.42,GBP,1,
26-07-17,27-07-17,63.96,AMAZON UK MARKETPLACE,800-279-6620,63.96,GBP,1,
26-07-17,27-07-17,12.22,AMAZON UK RETAIL AMAZO,AMAZON.CO.UK,12.22,GBP,1,
